Type	Predicate	Enabled
_Bool	clang::Decl::isInAnonymousNamespace	1
_Bool	clang::Decl::isInStdNamespace	1
_Bool	clang::Decl::isFileContextDecl	1
class clang::ASTContext &	clang::Decl::getASTContext	0
const class clang::LangOptions &	clang::Decl::getLangOpts	0
enum clang::AccessSpecifier	clang::Decl::getAccess	1
enum clang::AccessSpecifier	clang::Decl::getAccessUnsafe	1
_Bool	clang::Decl::hasAttrs	1
const class llvm::SmallVector<class clang::Attr *, 4> &	clang::Decl::getAttrs	1
class llvm::iterator_range<class clang::Attr *const *>	clang::Decl::attrs	1
class clang::Attr *const *	clang::Decl::attr_begin	0
class clang::Attr *const *	clang::Decl::attr_end	0
unsigned int	clang::Decl::getMaxAlignment	1
_Bool	clang::Decl::isInvalidDecl	1
_Bool	clang::Decl::isImplicit	1
_Bool	clang::Decl::isReferenced	1
_Bool	clang::Decl::isThisDeclarationReferenced	1
_Bool	clang::Decl::isTopLevelDeclInObjCContainer	1
class clang::ExternalSourceSymbolAttr *	clang::Decl::getExternalSourceSymbolAttr	1
_Bool	clang::Decl::isModulePrivate	1
_Bool	clang::Decl::isInExportDeclContext	1
_Bool	clang::Decl::isInvisibleOutsideTheOwningModule	1
_Bool	clang::Decl::isInAnotherModuleUnit	1
_Bool	clang::Decl::isDiscardedInGlobalModuleFragment	1
_Bool	clang::Decl::hasDefiningAttr	1
const class clang::Attr *	clang::Decl::getDefiningAttr	1
class llvm::VersionTuple	clang::Decl::getVersionIntroduced	1
_Bool	clang::Decl::isWeakImported	1
_Bool	clang::Decl::isFromASTFile	1
unsigned int	clang::Decl::getGlobalID	1
unsigned int	clang::Decl::getOwningModuleID	1
class clang::Module *	clang::Decl::getImportedOwningModule	0
class clang::Module *	clang::Decl::getLocalOwningModule	0
_Bool	clang::Decl::hasOwningModule	1
class clang::Module *	clang::Decl::getOwningModule	0
_Bool	clang::Decl::isUnconditionallyVisible	1
_Bool	clang::Decl::isReachable	1
enum clang::Decl::ModuleOwnershipKind	clang::Decl::getModuleOwnershipKind	1
unsigned int	clang::Decl::getIdentifierNamespace	1
_Bool	clang::Decl::hasTagIdentifierNamespace	1
const class clang::DeclContext *	clang::Decl::getLexicalDeclContext	1
_Bool	clang::Decl::isOutOfLine	1
_Bool	clang::Decl::isTemplated	1
unsigned int	clang::Decl::getTemplateDepth	1
_Bool	clang::Decl::isDefinedOutsideFunctionOrMethod	1
_Bool	clang::Decl::isInLocalScopeForInstantiation	1
const class clang::Decl *	clang::Decl::getCanonicalDecl	1
_Bool	clang::Decl::isCanonicalDecl	1
class llvm::iterator_range<class clang::Decl::redecl_iterator>	clang::Decl::redecls	1
class clang::Decl::redecl_iterator	clang::Decl::redecls_begin	0
class clang::Decl::redecl_iterator	clang::Decl::redecls_end	0
const class clang::Decl *	clang::Decl::getPreviousDecl	1
_Bool	clang::Decl::isFirstDecl	1
const class clang::Decl *	clang::Decl::getMostRecentDecl	1
class clang::Stmt *	clang::Decl::getBody	1
_Bool	clang::Decl::hasBody	1
class clang::SourceLocation	clang::Decl::getBodyRBrace	1
_Bool	clang::Decl::isTemplateParameter	1
_Bool	clang::Decl::isTemplateParameterPack	1
_Bool	clang::Decl::isParameterPack	1
_Bool	clang::Decl::isTemplateDecl	1
_Bool	clang::Decl::isFunctionOrFunctionTemplate	1
class clang::TemplateDecl *	clang::Decl::getDescribedTemplate	1
const class clang::TemplateParameterList *	clang::Decl::getDescribedTemplateParams	1
const class clang::FunctionDecl *	clang::Decl::getAsFunction	1
_Bool	clang::Decl::isLocalExternDecl	1
enum clang::Decl::FriendObjectKind	clang::Decl::getFriendObjectKind	1
long	clang::Decl::getID	0
_Bool	clang::Decl::isFunctionPointerType	1
class clang::SourceLocation	clang::ElaboratedTypeLoc::getElaboratedKeywordLoc	1
class clang::NestedNameSpecifierLoc	clang::ElaboratedTypeLoc::getQualifierLoc	1
class clang::SourceRange	clang::ElaboratedTypeLoc::getLocalSourceRange	1
class clang::TypeLoc	clang::ElaboratedTypeLoc::getNamedTypeLoc	1
class clang::QualType	clang::ElaboratedTypeLoc::getInnerType	1
_Bool	clang::ElaboratedTypeLoc::isEmpty	1
unsigned int	clang::ElaboratedTypeLoc::getLocalDataAlignment	1
unsigned int	clang::ElaboratedTypeLoc::getLocalDataSize	1
class clang::SourceLocation	clang::LValueReferenceTypeLoc::getAmpLoc	1
class clang::SourceRange	clang::QualifiedTypeLoc::getLocalSourceRange	1
class clang::UnqualTypeLoc	clang::QualifiedTypeLoc::getUnqualifiedLoc	1
class clang::TypeLoc	clang::QualifiedTypeLoc::getNextTypeLoc	1
unsigned int	clang::QualifiedTypeLoc::getLocalDataSize	1
unsigned int	clang::QualifiedTypeLoc::getLocalDataAlignment	1
_Bool	clang::TemplateTemplateParmDecl::isParameterPack	1
_Bool	clang::TemplateTemplateParmDecl::isPackExpansion	1
_Bool	clang::TemplateTemplateParmDecl::isExpandedParameterPack	1
unsigned int	clang::TemplateTemplateParmDecl::getNumExpansionTemplateParameters	1
const class clang::DefaultArgStorage<class clang::TemplateTemplateParmDecl, class clang::TemplateArgumentLoc *> &	clang::TemplateTemplateParmDecl::getDefaultArgStorage	1
_Bool	clang::TemplateTemplateParmDecl::hasDefaultArgument	1
const class clang::TemplateArgumentLoc &	clang::TemplateTemplateParmDecl::getDefaultArgument	1
class clang::SourceLocation	clang::TemplateTemplateParmDecl::getDefaultArgumentLoc	1
_Bool	clang::TemplateTemplateParmDecl::defaultArgumentWasInherited	1
class clang::SourceRange	clang::TemplateTemplateParmDecl::getSourceRange	1
class clang::Expr *	clang::CXXMemberCallExpr::getImplicitObjectArgument	1
class clang::QualType	clang::CXXMemberCallExpr::getObjectType	1
class clang::CXXMethodDecl *	clang::CXXMemberCallExpr::getMethodDecl	1
class clang::CXXRecordDecl *	clang::CXXMemberCallExpr::getRecordDecl	1
class clang::SourceLocation	clang::CXXMemberCallExpr::getExprLoc	1
class clang::CXXConstructorDecl *	clang::CXXInheritedCtorInitExpr::getConstructor	1
_Bool	clang::CXXInheritedCtorInitExpr::constructsVBase	1
enum clang::CXXConstructExpr::ConstructionKind	clang::CXXInheritedCtorInitExpr::getConstructionKind	1
_Bool	clang::CXXInheritedCtorInitExpr::inheritedFromVBase	1
class clang::SourceLocation	clang::CXXInheritedCtorInitExpr::getLocation	1
class clang::SourceLocation	clang::CXXInheritedCtorInitExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXInheritedCtorInitExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXInheritedCtorInitExpr::children	1
class clang::SourceLocation	clang::DependentSizedExtVectorTypeLoc::getNameLoc	1
class clang::SourceRange	clang::DependentSizedExtVectorTypeLoc::getLocalSourceRange	1
class clang::TypeLoc	clang::DependentSizedExtVectorTypeLoc::getElementLoc	1
class clang::QualType	clang::DependentSizedExtVectorTypeLoc::getInnerType	1
class clang::QualType	clang::ComplexType::getElementType	1
_Bool	clang::ComplexType::isSugared	1
class clang::QualType	clang::ComplexType::desugar	1
class clang::TemplateTypeParmDecl *	clang::TemplateTypeParmTypeLoc::getDecl	1
class clang::QualType	clang::ParenType::getInnerType	1
_Bool	clang::ParenType::isSugared	1
class clang::QualType	clang::ParenType::desugar	1
class clang::SourceLocation	clang::BlockDecl::getCaretLocation	1
_Bool	clang::BlockDecl::isVariadic	1
class clang::CompoundStmt *	clang::BlockDecl::getCompoundBody	1
class clang::Stmt *	clang::BlockDecl::getBody	1
class clang::TypeSourceInfo *	clang::BlockDecl::getSignatureAsWritten	1
class llvm::ArrayRef<class clang::ParmVarDecl *>	clang::BlockDecl::parameters	1
_Bool	clang::BlockDecl::param_empty	1
class clang::ParmVarDecl *const *	clang::BlockDecl::param_begin	0
class clang::ParmVarDecl *const *	clang::BlockDecl::param_end	0
unsigned long	clang::BlockDecl::param_size	1
unsigned int	clang::BlockDecl::getNumParams	1
_Bool	clang::BlockDecl::hasCaptures	1
unsigned int	clang::BlockDecl::getNumCaptures	1
class llvm::ArrayRef<class clang::BlockDecl::Capture>	clang::BlockDecl::captures	1
const class clang::BlockDecl::Capture *	clang::BlockDecl::capture_begin	0
const class clang::BlockDecl::Capture *	clang::BlockDecl::capture_end	0
_Bool	clang::BlockDecl::capturesCXXThis	1
_Bool	clang::BlockDecl::blockMissingReturnType	1
_Bool	clang::BlockDecl::isConversionFromLambda	1
_Bool	clang::BlockDecl::doesNotEscape	1
_Bool	clang::BlockDecl::canAvoidCopyToHeap	1
unsigned int	clang::BlockDecl::getBlockManglingNumber	1
class clang::Decl *	clang::BlockDecl::getBlockManglingContextDecl	1
class clang::SourceRange	clang::BlockDecl::getSourceRange	1
enum clang::PragmaMSCommentKind	clang::PragmaCommentDecl::getCommentKind	1
class llvm::StringRef	clang::PragmaCommentDecl::getArg	1
class clang::QualType	clang::DecayedType::getDecayedType	1
class clang::QualType	clang::DecayedType::getPointeeType	1
_Bool	clang::TemplateSpecializationType::isCurrentInstantiation	1
_Bool	clang::TemplateSpecializationType::isTypeAlias	1
class clang::QualType	clang::TemplateSpecializationType::getAliasedType	1
class clang::TemplateName	clang::TemplateSpecializationType::getTemplateName	1
class llvm::ArrayRef<class clang::TemplateArgument>	clang::TemplateSpecializationType::template_arguments	1
_Bool	clang::TemplateSpecializationType::isSugared	1
class clang::QualType	clang::TemplateSpecializationType::desugar	1
_Bool	clang::DeducedType::isSugared	1
class clang::QualType	clang::DeducedType::desugar	1
class clang::QualType	clang::DeducedType::getDeducedType	1
_Bool	clang::DeducedType::isDeduced	1
class clang::Expr *	clang::DependentVectorType::getSizeExpr	1
class clang::QualType	clang::DependentVectorType::getElementType	1
class clang::SourceLocation	clang::DependentVectorType::getAttributeLoc	1
enum clang::VectorType::VectorKind	clang::DependentVectorType::getVectorKind	1
_Bool	clang::DependentVectorType::isSugared	1
class clang::QualType	clang::DependentVectorType::desugar	1
class clang::NestedNameSpecifier *	clang::ElaboratedType::getQualifier	1
class clang::QualType	clang::ElaboratedType::getNamedType	1
class clang::QualType	clang::ElaboratedType::desugar	1
_Bool	clang::ElaboratedType::isSugared	1
class clang::TagDecl *	clang::ElaboratedType::getOwnedTagDecl	1
class clang::NestedNameSpecifier *	clang::DependentTemplateSpecializationType::getQualifier	1
const class clang::IdentifierInfo *	clang::DependentTemplateSpecializationType::getIdentifier	1
class llvm::ArrayRef<class clang::TemplateArgument>	clang::DependentTemplateSpecializationType::template_arguments	1
_Bool	clang::DependentTemplateSpecializationType::isSugared	1
class clang::QualType	clang::DependentTemplateSpecializationType::desugar	1
class clang::QualType	clang::PointerType::getPointeeType	1
_Bool	clang::PointerType::isSugared	1
class clang::QualType	clang::PointerType::desugar	1
class clang::QualType	clang::AtomicType::getValueType	1
_Bool	clang::AtomicType::isSugared	1
class clang::QualType	clang::AtomicType::desugar	1
class clang::QualType	clang::FunctionType::getReturnType	1
_Bool	clang::FunctionType::getHasRegParm	1
unsigned int	clang::FunctionType::getRegParmType	1
_Bool	clang::FunctionType::getNoReturnAttr	1
_Bool	clang::FunctionType::getCmseNSCallAttr	1
enum clang::CallingConv	clang::FunctionType::getCallConv	1
class clang::FunctionType::ExtInfo	clang::FunctionType::getExtInfo	1
_Bool	clang::FunctionType::isConst	1
_Bool	clang::FunctionType::isVolatile	1
_Bool	clang::FunctionType::isRestrict	1
class clang::CXXRecordDecl *	clang::InjectedClassNameTypeLoc::getDecl	1
class clang::IdentifierInfo *	clang::SubstTemplateTypeParmPackType::getIdentifier	1
class clang::Decl *	clang::SubstTemplateTypeParmPackType::getAssociatedDecl	1
const class clang::TemplateTypeParmDecl *	clang::SubstTemplateTypeParmPackType::getReplacedParameter	1
unsigned int	clang::SubstTemplateTypeParmPackType::getIndex	1
_Bool	clang::SubstTemplateTypeParmPackType::getFinal	1
unsigned int	clang::SubstTemplateTypeParmPackType::getNumArgs	1
_Bool	clang::SubstTemplateTypeParmPackType::isSugared	1
class clang::QualType	clang::SubstTemplateTypeParmPackType::desugar	1
class clang::TemplateArgument	clang::SubstTemplateTypeParmPackType::getArgumentPack	1
class clang::Expr *	clang::DecltypeType::getUnderlyingExpr	1
class clang::QualType	clang::DecltypeType::getUnderlyingType	1
class clang::QualType	clang::DecltypeType::desugar	1
_Bool	clang::DecltypeType::isSugared	1
_Bool	clang::CXXUuidofExpr::isTypeOperand	1
class clang::TypeSourceInfo *	clang::CXXUuidofExpr::getTypeOperandSourceInfo	1
class clang::Expr *	clang::CXXUuidofExpr::getExprOperand	1
class clang::MSGuidDecl *	clang::CXXUuidofExpr::getGuidDecl	1
class clang::SourceLocation	clang::CXXUuidofExpr::getBeginLoc	1
class clang::SourceLocation	clang::CXXUuidofExpr::getEndLoc	1
class clang::SourceRange	clang::CXXUuidofExpr::getSourceRange	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CXXUuidofExpr::children	1
const class llvm::APInt &	clang::ConstantArrayType::getSize	1
const class clang::Expr *	clang::ConstantArrayType::getSizeExpr	1
_Bool	clang::ConstantArrayType::isSugared	1
class clang::QualType	clang::ConstantArrayType::desugar	1
class clang::SourceLocation	clang::SEHTryStmt::getBeginLoc	1
class clang::SourceLocation	clang::SEHTryStmt::getTryLoc	1
class clang::SourceLocation	clang::SEHTryStmt::getEndLoc	1
_Bool	clang::SEHTryStmt::getIsCXXTry	1
class clang::CompoundStmt *	clang::SEHTryStmt::getTryBlock	1
class clang::Stmt *	clang::SEHTryStmt::getHandler	1
class clang::SEHExceptStmt *	clang::SEHTryStmt::getExceptHandler	1
class clang::SEHFinallyStmt *	clang::SEHTryStmt::getFinallyHandler	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::SEHTryStmt::children	1
enum clang::AutoTypeKeyword	clang::AutoTypeLoc::getAutoKeyword	1
_Bool	clang::AutoTypeLoc::isDecltypeAuto	1
class clang::SourceLocation	clang::AutoTypeLoc::getRParenLoc	1
_Bool	clang::AutoTypeLoc::isConstrained	1
const class clang::NestedNameSpecifierLoc &	clang::AutoTypeLoc::getNestedNameSpecifierLoc	0
class clang::SourceLocation	clang::AutoTypeLoc::getTemplateKWLoc	1
class clang::SourceLocation	clang::AutoTypeLoc::getConceptNameLoc	1
class clang::NamedDecl *	clang::AutoTypeLoc::getFoundDecl	1
class clang::ConceptDecl *	clang::AutoTypeLoc::getNamedConcept	1
struct clang::DeclarationNameInfo	clang::AutoTypeLoc::getConceptNameInfo	0
_Bool	clang::AutoTypeLoc::hasExplicitTemplateArgs	1
class clang::SourceLocation	clang::AutoTypeLoc::getLAngleLoc	1
class clang::SourceLocation	clang::AutoTypeLoc::getRAngleLoc	1
unsigned int	clang::AutoTypeLoc::getNumArgs	1
class clang::SourceRange	clang::AutoTypeLoc::getLocalSourceRange	1
unsigned int	clang::AutoTypeLoc::getExtraLocalDataSize	1
unsigned int	clang::AutoTypeLoc::getExtraLocalDataAlignment	1
class clang::EnumDecl *	clang::EnumType::getDecl	1
_Bool	clang::EnumType::isSugared	1
class clang::QualType	clang::EnumType::desugar	1
_Bool	clang::CompoundStmt::body_empty	1
unsigned int	clang::CompoundStmt::size	1
_Bool	clang::CompoundStmt::hasStoredFPFeatures	1
class clang::FPOptionsOverride	clang::CompoundStmt::getStoredFPFeatures	1
class llvm::iterator_range<class clang::Stmt *const *>	clang::CompoundStmt::body	1
class clang::Stmt *const *	clang::CompoundStmt::body_begin	0
class clang::Stmt *const *	clang::CompoundStmt::body_end	0
const class clang::Stmt *	clang::CompoundStmt::body_front	1
const class clang::Stmt *	clang::CompoundStmt::body_back	1
class std::reverse_iterator<class clang::Stmt *const *>	clang::CompoundStmt::body_rbegin	0
class std::reverse_iterator<class clang::Stmt *const *>	clang::CompoundStmt::body_rend	0
const class clang::Stmt *	clang::CompoundStmt::getStmtExprResult	1
class clang::SourceLocation	clang::CompoundStmt::getBeginLoc	1
class clang::SourceLocation	clang::CompoundStmt::getEndLoc	1
class clang::SourceLocation	clang::CompoundStmt::getLBracLoc	1
class clang::SourceLocation	clang::CompoundStmt::getRBracLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::CompoundStmt::children	1
class clang::Expr *	clang::DependentSizedMatrixType::getRowExpr	1
class clang::Expr *	clang::DependentSizedMatrixType::getColumnExpr	1
class clang::SourceLocation	clang::DependentSizedMatrixType::getAttributeLoc	1
class clang::TypedefNameDecl *	clang::TypedefType::getDecl	1
_Bool	clang::TypedefType::isSugared	1
class clang::QualType	clang::TypedefType::desugar	1
_Bool	clang::TypedefType::typeMatchesDecl	1
class clang::UnresolvedUsingTypenameDecl *	clang::UnresolvedUsingType::getDecl	1
_Bool	clang::UnresolvedUsingType::isSugared	1
class clang::QualType	clang::UnresolvedUsingType::desugar	1
unsigned int	clang::FunctionProtoType::getNumParams	1
class llvm::ArrayRef<class clang::QualType>	clang::FunctionProtoType::getParamTypes	1
struct clang::FunctionProtoType::ExtProtoInfo	clang::FunctionProtoType::getExtProtoInfo	0
enum clang::ExceptionSpecificationType	clang::FunctionProtoType::getExceptionSpecType	1
_Bool	clang::FunctionProtoType::hasExceptionSpec	1
_Bool	clang::FunctionProtoType::hasDynamicExceptionSpec	1
_Bool	clang::FunctionProtoType::hasNoexceptExceptionSpec	1
_Bool	clang::FunctionProtoType::hasDependentExceptionSpec	1
_Bool	clang::FunctionProtoType::hasInstantiationDependentExceptionSpec	1
struct clang::FunctionProtoType::ExceptionSpecInfo	clang::FunctionProtoType::getExceptionSpecInfo	0
unsigned int	clang::FunctionProtoType::getNumExceptions	1
class clang::Expr *	clang::FunctionProtoType::getNoexceptExpr	1
class clang::FunctionDecl *	clang::FunctionProtoType::getExceptionSpecDecl	1
class clang::FunctionDecl *	clang::FunctionProtoType::getExceptionSpecTemplate	1
enum clang::CanThrowResult	clang::FunctionProtoType::canThrow	1
_Bool	clang::FunctionProtoType::isVariadic	1
class clang::SourceLocation	clang::FunctionProtoType::getEllipsisLoc	1
_Bool	clang::FunctionProtoType::isTemplateVariadic	1
_Bool	clang::FunctionProtoType::hasTrailingReturn	1
class clang::Qualifiers	clang::FunctionProtoType::getMethodQuals	1
enum clang::RefQualifierKind	clang::FunctionProtoType::getRefQualifier	1
class llvm::ArrayRef<class clang::QualType>	clang::FunctionProtoType::param_types	1
const class clang::QualType *	clang::FunctionProtoType::param_type_begin	0
const class clang::QualType *	clang::FunctionProtoType::param_type_end	0
class llvm::ArrayRef<class clang::QualType>	clang::FunctionProtoType::exceptions	1
const class clang::QualType *	clang::FunctionProtoType::exception_begin	0
const class clang::QualType *	clang::FunctionProtoType::exception_end	0
_Bool	clang::FunctionProtoType::hasExtParameterInfos	1
class llvm::ArrayRef<class clang::FunctionType::ExtParameterInfo>	clang::FunctionProtoType::getExtParameterInfos	1
const class clang::FunctionType::ExtParameterInfo *	clang::FunctionProtoType::getExtParameterInfosOrNull	1
_Bool	clang::FunctionProtoType::isSugared	1
class clang::QualType	clang::FunctionProtoType::desugar	1
class clang::QualType	clang::VectorType::getElementType	1
unsigned int	clang::VectorType::getNumElements	1
_Bool	clang::VectorType::isSugared	1
class clang::QualType	clang::VectorType::desugar	1
enum clang::VectorType::VectorKind	clang::VectorType::getVectorKind	1
class llvm::ArrayRef<class clang::ParmVarDecl *>	clang::RequiresExpr::getLocalParameters	1
class clang::RequiresExprBodyDecl *	clang::RequiresExpr::getBody	1
class llvm::ArrayRef<class clang::concepts::Requirement *>	clang::RequiresExpr::getRequirements	1
_Bool	clang::RequiresExpr::isSatisfied	1
class clang::SourceLocation	clang::RequiresExpr::getRequiresKWLoc	1
class clang::SourceLocation	clang::RequiresExpr::getRBraceLoc	1
class clang::SourceLocation	clang::RequiresExpr::getBeginLoc	1
class clang::SourceLocation	clang::RequiresExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::RequiresExpr::children	1
class clang::SourceRange	clang::ParmVarDecl::getSourceRange	1
_Bool	clang::ParmVarDecl::isObjCMethodParameter	1
_Bool	clang::ParmVarDecl::isDestroyedInCallee	1
unsigned int	clang::ParmVarDecl::getFunctionScopeDepth	1
unsigned int	clang::ParmVarDecl::getFunctionScopeIndex	1
enum clang::Decl::ObjCDeclQualifier	clang::ParmVarDecl::getObjCDeclQualifier	1
_Bool	clang::ParmVarDecl::isKNRPromoted	1
const class clang::Expr *	clang::ParmVarDecl::getDefaultArg	1
class clang::SourceRange	clang::ParmVarDecl::getDefaultArgRange	1
const class clang::Expr *	clang::ParmVarDecl::getUninstantiatedDefaultArg	1
_Bool	clang::ParmVarDecl::hasDefaultArg	1
_Bool	clang::ParmVarDecl::hasUnparsedDefaultArg	1
_Bool	clang::ParmVarDecl::hasUninstantiatedDefaultArg	1
_Bool	clang::ParmVarDecl::hasInheritedDefaultArg	1
class clang::QualType	clang::ParmVarDecl::getOriginalType	1
class clang::TagDecl *	clang::TagType::getDecl	1
_Bool	clang::TagType::isBeingDefined	1
class clang::Expr *	clang::DependentSizedExtVectorType::getSizeExpr	1
class clang::QualType	clang::DependentSizedExtVectorType::getElementType	1
class clang::SourceLocation	clang::DependentSizedExtVectorType::getAttributeLoc	1
_Bool	clang::DependentSizedExtVectorType::isSugared	1
class clang::QualType	clang::DependentSizedExtVectorType::desugar	1
class clang::QualType	clang::BTFTagAttributedType::getWrappedType	1
const class clang::BTFTypeTagAttr *	clang::BTFTagAttributedType::getAttr	1
_Bool	clang::BTFTagAttributedType::isSugared	1
class clang::QualType	clang::BTFTagAttributedType::desugar	1
class clang::QualType	clang::ArrayType::getElementType	1
enum clang::ArrayType::ArraySizeModifier	clang::ArrayType::getSizeModifier	1
class clang::Qualifiers	clang::ArrayType::getIndexTypeQualifiers	1
unsigned int	clang::ArrayType::getIndexTypeCVRQualifiers	1
class clang::TemplateParameterList *	clang::ClassTemplatePartialSpecializationDecl::getTemplateParameters	1
_Bool	clang::ClassTemplatePartialSpecializationDecl::hasAssociatedConstraints	1
const struct clang::ASTTemplateArgumentListInfo *	clang::ClassTemplatePartialSpecializationDecl::getTemplateArgsAsWritten	1
class clang::ClassTemplatePartialSpecializationDecl *	clang::ClassTemplatePartialSpecializationDecl::getInstantiatedFromMember	1
class clang::ClassTemplatePartialSpecializationDecl *	clang::ClassTemplatePartialSpecializationDecl::getInstantiatedFromMemberTemplate	1
class clang::QualType	clang::ClassTemplatePartialSpecializationDecl::getInjectedSpecializationType	1
class clang::QualType	clang::MemberPointerType::getPointeeType	1
_Bool	clang::MemberPointerType::isMemberFunctionPointer	1
_Bool	clang::MemberPointerType::isMemberDataPointer	1
const class clang::Type *	clang::MemberPointerType::getClass	1
class clang::CXXRecordDecl *	clang::MemberPointerType::getMostRecentCXXRecordDecl	1
_Bool	clang::MemberPointerType::isSugared	1
class clang::QualType	clang::MemberPointerType::desugar	1
_Bool	clang::RValueReferenceType::isSugared	1
class clang::QualType	clang::RValueReferenceType::desugar	1
class clang::SourceLocation	clang::ArrayTypeLoc::getLBracketLoc	1
class clang::SourceLocation	clang::ArrayTypeLoc::getRBracketLoc	1
class clang::SourceRange	clang::ArrayTypeLoc::getBracketsRange	1
class clang::Expr *	clang::ArrayTypeLoc::getSizeExpr	1
class clang::TypeLoc	clang::ArrayTypeLoc::getElementLoc	1
class clang::SourceRange	clang::ArrayTypeLoc::getLocalSourceRange	1
class clang::QualType	clang::ArrayTypeLoc::getInnerType	1
class llvm::StringRef	clang::PragmaDetectMismatchDecl::getName	1
class llvm::StringRef	clang::PragmaDetectMismatchDecl::getValue	1
class clang::SourceLocation	clang::VectorTypeLoc::getNameLoc	1
class clang::SourceRange	clang::VectorTypeLoc::getLocalSourceRange	1
class clang::TypeLoc	clang::VectorTypeLoc::getElementLoc	1
class clang::QualType	clang::VectorTypeLoc::getInnerType	1
class clang::SourceLocation	clang::FunctionTypeLoc::getLocalRangeBegin	1
class clang::SourceLocation	clang::FunctionTypeLoc::getLocalRangeEnd	1
class clang::SourceLocation	clang::FunctionTypeLoc::getLParenLoc	1
class clang::SourceLocation	clang::FunctionTypeLoc::getRParenLoc	1
class clang::SourceRange	clang::FunctionTypeLoc::getParensRange	1
class clang::SourceRange	clang::FunctionTypeLoc::getExceptionSpecRange	1
class llvm::ArrayRef<class clang::ParmVarDecl *>	clang::FunctionTypeLoc::getParams	1
class clang::ParmVarDecl **	clang::FunctionTypeLoc::getParmArray	0
unsigned int	clang::FunctionTypeLoc::getNumParams	1
class clang::TypeLoc	clang::FunctionTypeLoc::getReturnLoc	1
class clang::SourceRange	clang::FunctionTypeLoc::getLocalSourceRange	1
unsigned int	clang::FunctionTypeLoc::getExtraLocalDataSize	1
unsigned int	clang::FunctionTypeLoc::getExtraLocalDataAlignment	1
class clang::QualType	clang::FunctionTypeLoc::getInnerType	1
class clang::SourceLocation	clang::PackExpansionTypeLoc::getEllipsisLoc	1
class clang::SourceRange	clang::PackExpansionTypeLoc::getLocalSourceRange	1
class clang::TypeLoc	clang::PackExpansionTypeLoc::getPatternLoc	1
class clang::QualType	clang::PackExpansionTypeLoc::getInnerType	1
unsigned int	clang::DesignatedInitExpr::size	1
class llvm::ArrayRef<class clang::DesignatedInitExpr::Designator>	clang::DesignatedInitExpr::designators	1
class clang::SourceLocation	clang::DesignatedInitExpr::getEqualOrColonLoc	1
_Bool	clang::DesignatedInitExpr::isDirectInit	1
_Bool	clang::DesignatedInitExpr::usesGNUSyntax	1
class clang::Expr *	clang::DesignatedInitExpr::getInit	1
unsigned int	clang::DesignatedInitExpr::getNumSubExprs	1
class clang::SourceRange	clang::DesignatedInitExpr::getDesignatorsSourceRange	1
class clang::SourceLocation	clang::DesignatedInitExpr::getBeginLoc	1
class clang::SourceLocation	clang::DesignatedInitExpr::getEndLoc	1
class llvm::iterator_range<struct clang::ConstStmtIterator>	clang::DesignatedInitExpr::children	1
class clang::SourceLocation	clang::TemplateSpecializationTypeLoc::getTemplateKeywordLoc	1
class clang::SourceLocation	clang::TemplateSpecializationTypeLoc::getLAngleLoc	1
class clang::SourceLocation	clang::TemplateSpecializationTypeLoc::getRAngleLoc	1
unsigned int	clang::TemplateSpecializationTypeLoc::getNumArgs	1
class clang::SourceLocation	clang::TemplateSpecializationTypeLoc::getTemplateNameLoc	1
class clang::SourceRange	clang::TemplateSpecializationTypeLoc::getLocalSourceRange	1
unsigned int	clang::TemplateSpecializationTypeLoc::getExtraLocalDataSize	1
unsigned int	clang::TemplateSpecializationTypeLoc::getExtraLocalDataAlignment	1
class clang::Expr *	clang::DecltypeTypeLoc::getUnderlyingExpr	1
class clang::SourceLocation	clang::DecltypeTypeLoc::getDecltypeLoc	1
class clang::SourceLocation	clang::DecltypeTypeLoc::getRParenLoc	1
class clang::SourceRange	clang::DecltypeTypeLoc::getLocalSourceRange	1
class clang::SourceLocation	clang::DependentNameTypeLoc::getElaboratedKeywordLoc	1
class clang::NestedNameSpecifierLoc	clang::DependentNameTypeLoc::getQualifierLoc	1
class clang::SourceLocation	clang::DependentNameTypeLoc::getNameLoc	1
class clang::SourceRange	clang::DependentNameTypeLoc::getLocalSourceRange	1
class clang::SourceLocation	clang::DependentTemplateSpecializationTypeLoc::getElaboratedKeywordLoc	1
class clang::NestedNameSpecifierLoc	clang::DependentTemplateSpecializationTypeLoc::getQualifierLoc	1
class clang::SourceLocation	clang::DependentTemplateSpecializationTypeLoc::getTemplateKeywordLoc	1
class clang::SourceLocation	clang::DependentTemplateSpecializationTypeLoc::getTemplateNameLoc	1
class clang::SourceLocation	clang::DependentTemplateSpecializationTypeLoc::getLAngleLoc	1
class clang::SourceLocation	clang::DependentTemplateSpecializationTypeLoc::getRAngleLoc	1
unsigned int	clang::DependentTemplateSpecializationTypeLoc::getNumArgs	1
class clang::SourceRange	clang::DependentTemplateSpecializationTypeLoc::getLocalSourceRange	1
